表章項目 コード,表章項目 補助コード,表章項目,時間軸（月次） コード,時間軸（月次） 補助コード,year,都道府県 コード,都道府県 補助コード,prefecture,/国籍,total,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,韓国・朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,アンドラ,ジョージア（グルジア）,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,スワジランド,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネーヴィス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
101,,人数【人】,2016000606,,2016年6月,21000,,岐阜県,,"46,989","34,769",27,-,297,-,-,145,-,515,213,"12,041",179,-,1,82,573,22,-,8,1,"3,969",590,***,-,7,1,81,20,-,1,581,277,"10,926",-,-,5,8,494,80,"3,625",-,-,447,-,3,3,1,2,-,4,2,-,1,37,26,-,1,-,9,19,3,-,-,-,-,1,-,-,5,-,5,-,3,1,79,64,-,21,10,3,-,-,107,27,3,***,-,-,-,2,1,1,-,-,-,3,-,125,-,-,-,2,-,-,-,6,-,-,1,-,-,***,-,-,14,4,-,-,3,5,-,-,-,-,-,-,1,-,-,-,-,13,-,-,8,-,-,-,-,***,-,2,-,2,3,5,55,-,-,-,1,-,475,-,-,-,91,1,2,9,-,-,4,-,1,2,19,-,-,-,-,-,1,345,-,-,"11,060",32,53,"10,088",6,10,4,-,17,844,-,2,4,111,78,-,-,-,-,28,-,-,-,1,3,-,-,1,2
101,,人数【人】,2016000606,,2016年6月,22000,,静岡県,,"77,584","43,789",5,-,616,-,2,193,1,68,536,"11,483",710,-,1,528,"2,333",75,-,6,2,"4,934",427,***,-,186,-,170,58,-,3,987,388,"14,251",-,-,8,36,"1,377",31,"4,373",-,1,822,-,4,7,3,6,2,5,7,1,6,90,62,2,10,-,12,34,2,3,1,-,1,4,-,-,1,1,12,3,21,8,86,117,-,32,14,13,-,-,204,30,5,***,-,1,-,-,-,9,-,-,-,3,-,126,2,-,-,15,-,1,-,2,-,-,1,-,-,***,2,-,5,1,-,-,-,6,-,-,-,-,-,-,3,-,-,-,1,40,-,-,7,-,-,4,-,***,-,3,-,3,3,12,10,-,1,2,-,2,"1,127",2,-,-,173,3,6,14,-,8,4,-,3,26,63,8,3,-,-,-,6,808,-,-,"31,503",244,269,"25,854",20,213,5,1,205,"4,657",-,21,14,206,124,1,-,-,-,76,-,-,1,-,2,-,-,2,11
101,,人数【人】,2016000606,,2016年6月,23000,,愛知県,,"217,465","150,453",245,1,881,7,17,452,1,435,"1,247","45,684","1,932",1,2,992,"5,003",189,2,20,18,"31,468","2,478",***,1,51,6,437,412,-,1,"5,037","1,327","32,288",3,20,29,101,"2,601","1,404","15,655",5,-,"2,973",10,20,47,16,28,11,21,8,6,32,415,208,9,28,-,36,149,10,9,-,2,3,11,-,1,15,7,30,21,83,37,233,230,-,128,45,25,1,-,697,137,154,***,5,3,-,-,1,24,-,1,1,15,-,879,14,6,3,13,1,-,-,22,-,-,2,-,13,***,2,-,103,10,6,-,3,37,-,-,1,5,3,-,33,3,1,5,5,188,-,3,23,2,-,2,-,***,2,21,1,10,100,59,161,4,5,6,1,-,"3,377",-,-,-,479,7,12,34,-,7,6,-,7,52,163,2,2,1,-,-,1,"2,604",-,-,"59,167",358,"1,141","49,444",57,283,14,1,304,"7,522",1,12,30,588,427,9,1,-,2,135,1,3,-,3,3,-,-,4,28
101,,人数【人】,2016000606,,2016年6月,24000,,三重県,,"43,591","26,647",64,-,180,-,-,69,1,76,396,"7,872",307,-,-,63,"1,108",28,1,2,1,"4,578",374,***,-,8,1,54,154,-,-,620,182,"6,213",-,1,11,17,"1,232",40,"2,993",-,1,361,5,1,2,1,1,-,3,2,-,3,39,29,6,14,-,7,16,3,1,-,-,-,-,-,-,2,-,8,2,3,2,14,41,-,48,4,8,-,-,76,14,2,***,-,-,-,-,-,-,-,1,-,2,1,144,1,-,-,2,1,-,-,5,-,-,-,-,-,***,-,1,24,1,-,-,3,10,-,1,-,1,3,-,1,-,2,-,1,31,-,-,3,-,-,3,-,***,-,2,-,3,13,9,18,1,1,3,-,-,420,-,-,-,70,1,1,3,-,-,-,-,1,8,33,-,-,-,-,-,2,301,-,-,"15,929",50,900,"11,798",20,18,1,-,39,"3,102",-,-,1,87,59,2,-,-,-,22,-,-,2,-,2,-,-,-,3
101,,人数【人】,2016000606,,2016年6月,25000,,滋賀県,,"24,929","14,254",20,-,78,-,1,46,-,41,27,"4,594",162,-,-,74,537,9,-,1,-,"4,405",371,***,-,2,-,93,45,-,-,163,25,"2,223",-,8,-,9,261,5,"1,053",1,-,308,-,3,6,-,-,-,-,1,1,7,38,26,2,6,-,2,14,4,1,-,-,-,1,-,-,-,-,7,1,7,3,9,27,-,16,5,6,-,-,95,7,13,***,-,-,-,-,-,-,-,-,-,-,-,53,1,-,-,4,-,-,-,-,-,-,-,-,10,***,-,-,-,-,-,-,2,8,-,-,-,-,-,-,4,-,-,-,-,5,-,-,1,-,-,1,-,***,-,6,-,1,1,4,5,-,-,-,-,-,495,-,-,-,54,2,-,15,-,1,1,1,6,8,36,-,-,-,-,-,1,370,-,-,"9,740",33,278,"7,751",8,24,1,-,31,"1,592",-,1,21,71,49,-,2,-,-,20,-,-,-,-,-,-,-,-,8
101,,人数【人】,2016000606,,2016年6月,26000,,京都府,,"54,149","48,481",58,1,104,3,6,103,5,111,146,"12,513","1,458",3,-,352,687,67,13,31,9,"25,287","1,977",***,2,12,3,230,84,4,1,456,103,"2,052",-,7,39,66,545,70,"1,861",2,10,"2,466",2,22,56,19,7,6,17,22,4,47,528,292,11,33,5,41,188,25,18,-,3,4,4,-,-,3,3,43,20,31,16,36,203,-,101,98,47,3,4,426,28,15,***,-,11,-,4,5,7,-,1,-,7,-,349,3,-,1,1,-,-,-,17,2,-,2,-,13,***,-,4,3,3,1,-,1,22,1,9,-,4,4,2,6,1,2,5,-,19,-,-,5,1,-,12,3,***,-,13,1,7,5,36,119,5,1,8,7,-,"1,815",1,-,-,293,2,3,8,1,4,2,1,3,12,81,4,1,-,-,2,1,"1,395",1,-,654,16,73,355,17,28,2,-,10,143,-,3,7,375,267,3,1,1,-,94,-,1,1,-,7,-,-,-,9
101,,人数【人】,2016000606,,2016年6月,27000,,大阪府,,"214,537","201,147",48,7,411,1,1,208,1,211,327,"54,496","5,714",4,2,"1,142","2,225",167,12,37,11,"105,411","5,385",***,-,27,1,522,206,4,5,"1,809",310,"7,107",-,88,63,168,"2,113",194,"12,700",9,-,"3,805",4,29,37,42,20,9,14,26,6,45,555,299,12,29,7,51,251,33,16,1,2,5,15,-,1,8,1,74,18,79,34,144,426,-,213,87,68,-,9,919,129,37,***,3,6,1,3,5,19,4,-,-,9,-,778,7,1,3,9,-,-,6,22,-,-,5,-,10,***,2,4,123,4,1,-,7,46,-,3,-,8,6,1,33,3,5,8,2,157,-,1,14,1,-,33,-,***,-,21,2,36,10,33,135,2,7,3,2,2,"3,697",2,3,1,650,2,9,18,-,5,10,4,2,49,137,-,7,-,-,-,4,"2,794",-,-,"4,065",43,159,"2,481",34,112,8,-,28,"1,182",-,2,16,995,744,11,-,5,5,215,-,3,2,4,2,-,-,4,50
101,,人数【人】,2016000606,,2016年6月,28000,,兵庫県,,"99,938","89,968",86,-,236,2,-,119,2,138,192,"22,383","1,859",1,-,"1,531",924,64,2,35,6,"41,696","3,245",***,1,122,23,195,112,2,2,"1,185",212,"3,971",-,18,59,129,850,65,"10,494",4,3,"2,555",2,19,48,30,10,1,11,36,5,48,328,270,20,15,2,42,146,19,15,-,-,6,7,-,1,4,3,46,43,49,31,62,255,-,110,53,77,1,-,597,77,21,***,6,6,-,5,1,12,1,-,-,14,-,457,21,-,-,14,-,-,-,11,-,-,1,-,22,***,1,-,47,3,1,-,2,18,-,4,-,1,-,-,17,4,4,9,-,79,-,15,6,-,-,4,-,***,1,26,1,21,18,38,59,5,3,1,-,-,"2,902",2,-,-,496,4,13,24,-,4,5,-,3,24,59,2,2,1,-,-,4,"2,259",-,-,"3,340",51,96,"2,304",11,40,5,-,28,798,-,2,5,668,503,1,1,1,-,161,-,-,-,-,1,-,-,-,48
101,,人数【人】,2016000606,,2016年6月,29000,,奈良県,,"11,254","9,605",16,-,100,-,-,37,3,16,40,"2,986",310,-,-,69,248,21,-,-,-,"3,605",193,***,-,8,-,76,12,-,-,170,40,660,-,-,-,14,226,9,746,-,-,363,1,3,5,6,-,1,3,1,-,9,57,35,1,3,-,5,15,-,1,-,-,-,-,-,-,-,1,6,4,12,2,11,22,-,37,7,12,-,-,88,11,-,***,-,-,-,-,2,2,-,-,-,-,-,65,-,1,-,3,-,-,1,-,-,-,-,-,-,***,-,-,5,-,-,-,3,8,-,-,-,-,-,-,1,-,-,-,-,15,4,1,1,-,-,2,-,***,-,3,-,1,1,3,11,-,-,-,-,1,482,-,-,-,61,2,1,6,-,2,-,-,1,5,14,1,13,-,1,-,1,374,-,-,657,7,35,393,3,11,4,-,7,196,-,-,1,79,41,2,-,-,1,32,-,-,-,-,2,-,-,1,3
101,,人数【人】,2016000606,,2016年6月,30000,,和歌山県,,"6,162","5,673",-,-,12,-,-,7,-,18,6,"1,366",112,-,-,50,170,3,-,1,-,"2,169",179,***,-,2,3,27,14,-,-,44,8,725,-,-,4,4,431,6,312,-,-,130,-,1,2,2,1,-,3,1,-,1,16,10,1,1,-,5,4,-,-,-,-,1,-,-,-,-,-,-,2,12,-,2,13,-,5,2,1,-,-,36,6,1,***,-,-,-,-,-,1,-,-,-,-,-,13,-,-,-,-,-,-,-,1,-,-,-,-,-,***,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,1,-,-,1,-,-,-,-,***,-,-,-,-,-,1,5,-,-,-,-,-,205,-,-,-,31,-,-,-,-,1,-,-,1,6,6,1,1,-,-,-,-,158,-,-,96,1,-,83,-,-,-,-,-,12,-,-,-,42,27,-,-,-,-,15,-,-,-,-,-,-,-,-,3
101,,人数【人】,2016000606,,2016年6月,31000,,鳥取県,,"3,999","3,626",-,-,33,-,-,6,-,55,-,"1,070",47,-,-,27,102,-,-,1,1,931,126,***,-,2,-,20,21,-,-,20,26,521,-,-,-,-,99,2,516,-,-,107,-,1,3,-,-,-,-,-,-,2,14,4,3,-,-,5,1,-,-,-,-,-,3,-,-,-,-,1,4,1,-,4,23,-,1,1,1,-,-,30,1,1,***,-,-,-,1,-,2,-,-,-,-,-,89,-,-,1,-,-,-,-,-,-,-,-,-,24,***,-,-,-,2,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,5,-,-,-,-,-,29,-,***,-,1,-,-,4,4,14,-,-,1,-,-,123,-,-,-,30,-,-,-,-,1,-,-,1,5,3,-,-,-,-,-,-,83,-,-,28,-,1,23,-,-,-,-,1,3,-,-,-,26,15,-,-,-,-,11,-,-,-,-,-,-,-,-,-
101,,人数【人】,2016000606,,2016年6月,32000,,島根県,,"6,902","4,148",6,-,51,-,-,63,-,91,9,"1,607",27,-,-,13,124,-,-,-,1,678,74,***,-,2,-,19,20,-,-,18,2,865,-,-,-,1,50,-,427,-,-,92,-,1,1,-,-,1,-,1,-,1,8,11,-,-,-,3,5,3,-,-,-,-,-,-,-,1,-,3,-,2,7,2,17,-,3,-,1,-,-,19,2,-,***,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,2,5,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,-,-,-,***,-,5,-,-,-,-,4,-,-,-,-,-,150,-,-,-,15,-,1,-,-,-,-,-,-,6,2,-,1,-,-,-,-,125,-,-,"2,461",-,-,"2,455",-,2,-,-,-,4,-,-,-,24,13,-,-,-,-,11,-,-,-,-,-,-,-,-,2
101,,人数【人】,2016000606,,2016年6月,33000,,岡山県,,"22,956","20,845",8,-,118,-,-,52,-,216,45,"7,917",177,-,-,96,740,6,-,3,4,"5,059",422,***,-,9,-,116,7,-,-,217,109,"1,756",-,12,5,4,237,30,"3,480",-,-,382,1,2,6,1,-,-,1,7,-,4,37,30,2,4,1,3,15,-,1,-,-,1,-,-,-,-,-,9,1,9,19,15,50,-,9,5,3,-,-,117,13,5,***,-,-,-,-,1,6,-,-,-,4,-,78,3,-,-,1,-,-,-,1,-,-,1,-,-,***,-,1,2,1,-,-,1,14,-,-,-,-,1,-,2,-,-,-,-,6,-,-,3,-,-,1,-,***,-,2,-,4,-,9,23,1,-,1,-,-,461,-,-,-,86,-,-,1,-,-,-,1,-,10,10,-,1,-,-,-,2,350,-,-,"1,085",7,20,917,5,2,-,-,13,120,-,-,1,104,73,3,-,-,-,21,-,2,-,-,5,-,-,-,1
101,,人数【人】,2016000606,,2016年6月,34000,,広島県,,"44,365","39,349",72,-,194,-,-,126,-,165,58,"13,781",302,2,1,398,"1,382",16,1,4,1,"7,931",936,***,-,36,-,103,64,-,-,201,34,"6,564",-,5,33,44,912,14,"5,969",-,-,723,2,1,6,8,8,8,2,8,-,3,50,72,3,7,-,13,38,2,4,-,-,1,4,-,-,8,-,9,5,14,5,22,100,-,35,2,8,-,1,166,80,13,***,-,-,-,-,4,8,-,-,2,-,1,227,8,-,-,2,-,-,-,11,-,-,-,-,5,***,-,1,10,5,-,-,2,21,1,-,-,1,-,-,2,4,-,2,-,18,-,9,-,1,-,2,-,***,-,2,-,4,1,21,90,-,2,1,1,-,962,2,1,1,105,1,3,12,-,3,2,-,2,11,35,-,-,-,1,-,2,780,-,1,"2,928",12,13,"2,272",1,12,2,-,8,602,-,1,5,162,102,4,-,-,-,50,-,2,-,3,1,-,-,-,14
101,,人数【人】,2016000606,,2016年6月,35000,,山口県,,"14,167","13,349",21,-,23,-,-,63,-,40,10,"3,033",116,-,-,41,291,2,-,-,-,"5,522",817,***,-,11,-,62,8,-,-,233,9,"1,318",-,1,-,3,106,4,"1,615",-,-,205,-,2,-,3,2,-,1,3,1,1,15,15,-,1,-,1,8,-,-,-,-,-,1,-,1,-,-,3,2,2,1,8,22,-,14,5,2,-,-,60,20,-,***,1,-,-,-,1,5,-,-,-,4,-,28,-,-,1,1,-,-,-,2,-,-,1,-,-,***,-,-,1,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,***,-,6,-,-,2,3,4,-,-,-,-,1,411,-,-,-,48,4,-,1,-,-,-,-,-,5,4,3,-,-,1,-,-,345,-,-,132,3,1,97,2,2,1,-,-,26,-,-,-,42,31,1,-,-,1,5,-,2,1,-,-,-,-,1,-
101,,人数【人】,2016000606,,2016年6月,36000,,徳島県,,"5,203","4,715",11,-,10,-,-,39,-,89,4,"2,131",49,-,-,43,218,2,-,2,-,328,27,***,-,11,-,51,55,-,-,46,19,672,-,-,1,-,111,1,795,-,-,136,-,1,-,-,-,-,-,-,-,5,15,16,-,1,-,3,2,-,1,-,-,-,1,-,-,1,-,2,1,2,2,14,20,-,2,5,-,-,-,30,8,1,***,-,-,-,-,1,1,-,-,-,1,-,47,-,-,-,-,-,-,-,-,-,-,-,-,3,***,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,-,1,1,2,32,1,1,-,-,-,195,-,-,-,47,-,-,-,-,1,-,-,-,3,8,-,-,-,-,-,-,136,-,-,73,4,1,42,1,7,-,-,1,13,-,-,4,36,24,-,-,-,-,9,-,3,-,-,-,-,-,-,1
101,,人数【人】,2016000606,,2016年6月,37000,,香川県,,"10,313","9,203",-,-,74,-,-,35,2,246,4,"3,735",75,-,-,34,553,2,-,-,-,864,67,***,-,100,-,43,9,-,-,288,35,"1,547",-,-,-,2,135,5,"1,348",-,-,178,-,3,-,2,-,1,-,4,-,-,29,14,2,1,-,7,24,1,-,-,-,-,-,-,-,-,-,2,1,4,2,5,9,-,15,-,4,-,-,40,5,-,***,-,-,-,2,1,-,-,-,-,-,-,33,-,-,-,-,-,-,-,1,-,-,-,-,1,***,-,-,-,-,-,-,-,3,-,1,-,1,1,-,2,-,-,-,1,5,-,-,3,-,-,2,-,***,-,-,-,-,-,4,6,-,-,2,-,-,211,-,-,-,38,-,1,-,-,-,-,-,-,6,3,1,-,1,-,-,1,160,-,-,652,5,8,217,1,8,1,-,1,411,-,-,-,35,25,1,-,-,-,6,-,2,1,-,-,-,-,-,1
101,,人数【人】,2016000606,,2016年6月,38000,,愛媛県,,"10,488","9,631",-,-,21,-,1,21,-,81,8,"4,417",118,-,-,70,392,1,-,3,-,"1,200",130,***,-,7,-,48,14,-,-,119,18,"1,409",-,-,1,6,158,4,"1,383",1,-,186,-,1,2,2,2,-,2,1,1,2,28,17,-,3,-,4,9,-,-,-,-,-,1,-,-,1,-,3,-,1,-,7,17,-,19,2,2,-,-,50,4,1,***,-,-,-,-,-,1,-,-,1,2,-,46,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,-,-,-,-,-,8,-,-,-,1,-,-,1,4,-,8,-,3,-,-,-,1,-,1,-,***,-,1,-,-,10,5,3,-,-,-,-,-,248,1,-,-,34,-,2,4,-,-,-,-,1,8,5,-,-,1,-,-,1,191,-,-,306,9,4,217,-,17,15,-,9,32,-,-,3,69,46,-,-,-,-,23,-,-,-,-,-,-,-,-,2
101,,人数【人】,2016000606,,2016年6月,39000,,高知県,,"3,763","3,361",-,-,30,-,-,33,1,38,6,"1,197",47,-,-,43,219,6,-,-,-,531,43,***,-,-,-,11,12,-,-,49,10,621,-,-,1,2,70,-,391,-,-,102,-,-,1,1,-,-,-,3,-,-,11,5,-,1,-,3,2,-,-,-,-,1,-,-,-,1,-,3,-,2,-,5,6,-,5,2,-,-,-,48,2,-,***,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,1,-,-,-,6,-,-,-,-,-,***,-,-,4,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,***,-,-,-,-,-,10,4,1,-,-,-,1,170,-,-,-,27,-,1,1,-,-,-,-,2,-,2,-,-,-,-,-,-,137,-,-,31,3,-,19,-,4,-,-,1,4,-,-,-,66,49,-,-,-,-,14,-,-,-,-,2,1,-,-,-
101,,人数【人】,2016000606,,2016年6月,40000,,福岡県,,"61,578","56,487",118,-,270,3,1,259,-,199,470,"18,849",871,1,-,315,852,49,2,6,4,"15,642","1,346",***,1,16,-,249,174,4,1,"4,558",172,"4,427",-,84,17,57,602,32,"6,824",1,11,"1,767",6,8,24,5,8,1,10,6,-,10,232,137,7,4,5,21,92,11,5,-,-,4,4,-,-,4,3,48,7,34,7,90,220,-,66,48,27,-,-,489,85,22,***,1,-,-,2,2,5,-,-,1,6,-,491,8,-,1,8,-,-,-,14,-,1,1,4,15,***,-,1,17,1,-,-,1,32,1,6,-,4,3,-,19,9,5,3,1,58,1,8,21,3,-,-,-,***,-,20,-,10,17,16,175,1,2,3,-,1,"1,824",2,1,1,256,8,13,10,-,7,4,-,6,21,76,8,1,-,-,-,3,"1,407",-,-,611,27,9,293,14,23,7,1,20,209,-,-,8,390,249,6,1,-,-,126,-,3,1,1,1,-,-,2,8
101,,人数【人】,2016000606,,2016年6月,41000,,佐賀県,,"4,819","4,502",19,-,46,-,-,70,-,44,70,"1,281",50,-,-,12,406,1,-,1,-,675,79,***,-,1,-,24,-,-,-,256,14,573,-,-,-,3,74,1,798,-,4,99,-,1,-,5,4,2,-,2,-,2,8,5,1,1,-,-,7,-,-,-,-,-,2,-,-,1,-,1,1,2,1,10,9,-,3,1,-,1,-,24,1,1,***,-,-,-,-,2,-,-,-,-,1,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,***,-,-,-,-,-,-,-,4,-,-,-,-,-,-,2,-,1,2,-,-,-,-,1,-,-,-,-,***,-,-,-,1,-,2,3,-,-,-,-,-,144,1,1,-,19,1,-,-,-,-,-,-,1,3,5,-,-,-,-,-,-,113,-,-,20,-,-,12,3,2,1,-,-,2,-,-,-,38,31,2,-,-,-,5,-,-,-,-,-,-,-,-,-
101,,人数【人】,2016000606,,2016年6月,42000,,長崎県,,"11,343","8,206",4,-,68,-,-,27,2,286,17,"2,606",150,-,-,96,286,6,-,1,-,"1,264",51,***,-,4,-,22,10,-,-,304,3,"1,503",-,2,-,2,98,7,"1,387",-,-,"2,248",-,10,1,124,2,56,1,10,420,125,35,105,3,19,1,7,79,2,12,-,-,131,290,-,-,1,-,36,15,332,37,187,32,-,8,8,-,-,-,86,49,1,***,-,-,-,-,11,12,-,-,-,-,-,85,-,-,-,2,-,-,-,1,-,-,-,-,2,***,-,-,5,5,-,-,-,15,-,-,-,1,1,-,-,-,-,-,1,5,-,-,1,-,-,4,-,***,-,2,-,-,1,15,23,1,-,-,-,-,594,1,-,1,53,2,-,-,-,1,1,-,14,9,8,1,-,-,-,-,2,501,-,-,66,3,1,37,1,5,4,1,1,10,-,1,2,87,52,-,-,-,-,27,-,-,-,-,7,-,-,1,57
101,,人数【人】,2016000606,,2016年6月,43000,,熊本県,,"10,859","9,954",31,-,109,-,2,70,1,156,37,"3,924",235,-,-,36,237,11,1,3,2,955,60,***,-,4,-,41,22,1,2,217,44,"1,637",-,6,4,14,183,2,"1,907",-,-,270,-,1,3,4,-,-,1,-,-,1,30,20,2,1,-,8,14,3,-,-,-,-,-,-,-,1,-,4,1,7,2,30,17,-,7,7,5,-,-,88,4,3,***,1,1,-,-,-,3,-,-,-,-,1,75,-,-,-,1,-,-,-,-,1,-,1,-,1,***,-,-,1,2,-,-,-,2,-,-,-,1,1,-,1,-,-,-,-,10,-,-,2,-,-,7,-,***,-,8,-,-,2,8,25,-,-,1,-,-,407,1,-,1,63,-,-,1,-,-,1,1,-,5,11,-,-,-,-,-,1,322,-,-,63,2,1,45,2,3,-,-,1,6,-,1,2,86,47,1,-,-,-,27,-,2,-,3,6,-,-,-,4
101,,人数【人】,2016000606,,2016年6月,44000,,大分県,,"10,802","9,741",46,1,66,-,1,103,4,120,150,"2,999",132,-,-,82,553,16,-,-,-,"2,115",155,***,-,8,1,31,41,-,1,201,31,"1,311",-,1,-,21,371,1,"1,177",2,-,371,-,3,3,2,1,-,2,3,2,3,23,24,-,2,1,4,13,16,2,-,-,-,3,-,-,1,-,5,5,2,7,7,28,-,16,6,3,-,22,56,1,104,***,-,-,-,1,-,-,-,-,-,-,-,89,1,-,4,4,-,-,-,1,-,-,-,-,9,***,-,-,3,-,-,-,-,22,1,-,-,-,-,-,4,-,-,4,-,11,-,2,3,-,-,-,-,***,-,3,-,1,2,7,5,-,-,2,-,-,377,1,-,-,52,1,-,1,-,-,1,2,1,3,21,1,-,-,-,-,-,292,-,1,102,8,2,52,2,1,1,3,1,29,-,1,2,121,61,14,-,1,1,21,-,-,-,1,8,-,-,14,1
101,,人数【人】,2016000606,,2016年6月,45000,,宮崎県,,"4,787","4,236",86,-,89,-,-,19,-,48,5,"1,524",47,-,-,23,334,-,-,1,-,565,12,***,-,2,-,13,17,-,-,137,33,586,-,-,1,5,59,1,629,-,-,144,-,-,1,1,1,-,-,2,-,2,10,10,-,1,1,4,11,-,-,-,-,-,-,-,-,-,-,5,-,1,1,13,10,-,2,2,2,-,-,56,5,-,***,-,-,-,-,1,1,1,-,-,-,-,55,-,-,-,-,-,-,-,5,-,-,-,-,-,***,-,-,-,1,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,4,-,2,6,-,-,-,-,***,-,8,-,-,1,11,13,1,-,-,-,-,243,-,-,-,43,1,1,1,-,-,-,-,-,7,6,2,-,-,-,-,2,180,-,-,41,-,4,26,-,4,2,-,-,5,-,-,-,68,49,1,1,-,-,16,-,-,-,-,1,-,-,-,-
101,,人数【人】,2016000606,,2016年6月,46000,,鹿児島県,,"7,394","6,614",8,-,22,-,1,37,-,65,23,"2,453",127,-,-,13,145,4,-,2,-,492,41,***,-,3,-,33,15,-,-,104,37,"1,667",-,-,2,4,75,4,"1,237",-,-,234,1,2,1,2,3,-,1,4,-,1,31,21,1,1,-,5,9,4,-,-,-,-,-,-,-,-,-,10,-,7,1,8,10,-,10,5,3,-,-,80,7,-,***,-,-,-,-,-,6,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,2,-,-,***,3,2,-,-,-,-,3,2,-,-,-,-,-,1,1,1,-,-,-,5,-,-,-,-,-,-,-,***,-,5,-,1,1,4,20,-,-,-,-,-,350,-,3,-,51,2,1,1,-,1,-,-,2,6,7,-,2,-,-,-,-,274,-,-,70,5,1,39,1,3,1,-,6,12,-,-,2,66,37,6,-,-,2,19,-,1,-,1,-,-,-,-,9
101,,人数【人】,2016000606,,2016年6月,47000,,沖縄県,,"13,214","8,931",57,-,45,-,-,61,-,15,73,"1,840",736,1,-,295,405,23,-,8,1,"1,086",26,***,-,16,-,41,28,-,3,"1,517",29,"1,834",-,-,1,27,117,11,631,1,3,773,-,8,13,7,1,1,2,5,4,3,137,74,6,7,-,23,51,30,12,-,-,-,2,-,-,-,-,14,2,22,5,19,64,-,42,19,16,-,-,169,9,2,***,1,-,-,-,1,2,-,-,-,-,-,115,1,-,-,3,-,-,-,-,-,-,-,-,2,***,-,-,2,2,-,-,-,8,-,-,-,1,-,-,7,-,7,2,-,14,-,-,2,1,-,5,-,***,-,2,1,-,-,17,30,1,2,5,-,-,"2,646",1,-,-,128,3,2,3,1,-,-,-,-,9,22,-,-,-,-,-,-,"2,477",-,-,622,58,9,293,3,11,-,-,3,245,-,-,-,116,73,6,-,-,-,33,-,1,2,-,1,-,-,-,11
